path,type,name,signature,language,intent,category,domain,imports,calls,depends_on,lines,complexity,is_public,is_async,hash
examples/bdd_workflow.py,function,lculate_token_savings(c,"(v_content,erkin_content)->ct:
",python,Calculate token savings between formats.''',transform,examples,"s
i,on
f",,,18,1,True,False,45c0f950
examples/bdd_workflow.py,function,in(),(),python,Run BDD workflow.''',other,examples,"s
i,on
f",,,171,1,True,False,7346e49c
examples/compare_projects.py,function,compute_hash,"(name,signature)->str",python,Compute hash for function comparison.,validate,examples,"sys,json",,,5,1,True,False,9815859d
examples/compare_projects.py,function,extract_elements,(project)->dict,python,Extract all elements from project with hashes.,other,examples,"sys,json",,,29,1,True,False,65f59ab7
examples/compare_projects.py,function,compare_projects,"(project1,project2)->dict",python,Compare two projects.,other,examples,"sys,json",,,65,1,True,False,2cc6bb84
examples/compare_projects.py,function,print_comparison,(result),python,Print comparison results.,validate,examples,"sys,json",,,67,1,True,False,c46c687c
examples/compare_projects.py,function,"""Mai",(),python,'mai,other,examples,"sys,json",,,27,1,True,False,8fbbb4eb
examples/quick_start.py,function,main,(),python,main,other,examples,sys,,,215,1,True,False,b1d984ef
examples/generate_code.py,function,check_ollama,(),python,Check if Ollama is running.,validate,examples,"sys,json",,,7,1,True,False,0913349d
examples/generate_code.py,function,generate_with_ollama,"(prompt,system)->str",python,Generate text using Ollama API.,other,examples,"sys,json",,,22,1,True,False,65969b2b
examples/generate_code.py,function,generate_code_from_csv,"(csv_content,target_lang)->dict",python,Generate code from CSV analysis.,other,examples,"sys,json",,,53,1,True,False,176bccb9
examples/generate_code.py,function,main,(),python,Main example.,other,examples,"sys,json",,,35,1,True,False,b1d984ef
examples/duplicate_detection.py,function,compute_signature_hash,"(params,return_type)->str",python,Compute hash of function signature (ignoring name).,validate,examples,"sys,json,hashlib",,,12,1,True,False,05dc7b80
examples/duplicate_detection.py,function,compute_name_hash,"(name,params)->str",python,Compute hash for exact duplicate detection.,validate,examples,"sys,json,hashlib",,,4,1,True,False,cdf17f83
examples/duplicate_detection.py,function,normalize_intent,(intent)->str,python,Normalize intent for comparison.,other,examples,"sys,json,hashlib",,,17,1,True,False,22aae6dd
examples/duplicate_detection.py,function,find_duplicates,"(project)->Dict[str, Any]",python,Find all types of duplicates in project.,read,examples,"sys,json,hashlib",,,127,1,True,False,15f371a3
examples/duplicate_detection.py,function,categorize,(name)->str,python,Categorize function by name.,other,examples,"sys,json,hashlib",,,18,1,True,False,47c34555
examples/duplicate_detection.py,function,extract_domain,(path)->str,python,Extract domain from path.,other,examples,"sys,json,hashlib",,,12,1,True,False,55baf0cf
examples/duplicate_detection.py,function,generate_report,"(results,project_name)->str",python,Generate markdown deduplication report.,other,examples,"sys,json,hashlib",,,85,1,True,False,11dfafbc
examples/duplicate_detection.py,function,main,(),python,Run duplicate detection.,other,examples,"sys,json,hashlib",,,47,1,True,False,b1d984ef
tests/conftest.py,function,sample_python_code,()->str,python,Sample Python code for testing.,other,test,"pytest,tempfile",,,42,1,True,False,dcf34c62
tests/conftest.py,function,sample_javascript_code,()->str,python,Sample JavaScript code for testing.,other,test,"pytest,tempfile",,,45,1,True,False,d28b6117
tests/conftest.py,function,sample_java_code,()->str,python,Sample Java code for testing.,other,test,"pytest,tempfile",,,37,1,True,False,b4f9e400
tests/conftest.py,function,temp_project_dir,(),python,a temporary project directory.,other,test,"pytest,tempfile",,,4,1,True,False,335937c2
tests/conftest.py,function,sample_project,"(temp_project_dir,sample_python_code)",python,a sample project with Python files.,other,test,"pytest,tempfile",,,25,1,True,False,bcd4ed64
tests/conftest.py,function,sample_module,(),python,a sample module for testing.,other,test,"pytest,tempfile",,,38,1,True,False,5c468e29
tests/conftest.py,function,sample_project_model,(),python,a sample project model for testing.,other,test,"pytest,tempfile",,,31,1,True,False,5357075d
tests/conftest.py,function,mock_llm_config,(),python,Mock LLM configuration for testing.,other,test,"pytest,tempfile",,,9,1,True,False,23406af4
tests/conftest.py,function,sample_analysis_result,(),python,Sample analysis result for testing.,validate,test,"pytest,tempfile",,,19,1,True,False,e996f386
tests/test_generators.py,class,TestMarkdownGenerator,(),python,,transform,test,"json,pytest",,,0,1,True,False,14371efb
tests/test_generators.py,method,TestMarkdownGenerator.test_generate_basic,"(self,sample_project)",python,Test basic Markdown generation.,other,test,"json,pytest",,,8,1,True,False,7a9c8e09
tests/test_generators.py,method,TestMarkdownGenerator.t_generate_includes_modules(se,"(f, s,ple_project))",python,Test that modules are included.''',other,test,"json,pytest",,,7,1,True,False,f1fc7405
tests/test_generators.py,method,TestMarkdownGenerator.t_generate_includes_classes(se,"(f, s,ple_project))",python,Test that classes are included.''',other,test,"json,pytest",,,7,1,True,False,f552fe93
tests/test_generators.py,method,TestMarkdownGenerator.t_generate_includes_functions(se,"(f, s,ple_project))",python,Test that functions are included.''',other,test,"json,pytest",,,7,1,True,False,754fca23
tests/test_generators.py,method,TestMarkdownGenerator.t_generate_includes_entrypoints(se,"(f, s,ple_project))",python,Test that entrypoints are included.''',other,test,"json,pytest",,,6,1,True,False,455d7161
tests/test_generators.py,method,TestMarkdownGenerator.t_detail_levels(se,"(f, s,ple_project))",python,Test different detail levels.''',other,test,"json,pytest",,,11,1,True,False,166f06e8
tests/test_generators.py,class,"tCompactGenerator:
 ",(),python,,transform,test,"json,pytest",,,0,1,True,False,148714d3
tests/test_generators.py,method,"tCompactGenerator:
 .t_generate_basic(se","(f, s,ple_project))",python,Test basic compact generation.''',other,test,"json,pytest",,,8,1,True,False,809e97ae
tests/test_generators.py,method,"tCompactGenerator:
 .t_generate_includes_hubs(se","(f, s,ple_project))",python,Test that ENTRY is included.''',other,test,"json,pytest",,,7,1,True,False,806e53a2
tests/test_generators.py,method,"tCompactGenerator:
 .t_compact_is_smaller(se","(f, s,ple_project))",python,Test that compact output is smaller than markdown.''',validate,test,"json,pytest",,,9,1,True,False,d623e748
tests/test_generators.py,class,"tJSONGenerator:
 ",(),python,,transform,test,"json,pytest",,,0,1,True,False,8166d55d
tests/test_generators.py,method,"tJSONGenerator:
 .t_generate_valid_json(se","(f, s,ple_project))",python,Test that output is valid JSON.''',other,test,"json,pytest",,,7,1,True,False,ae8206a5
tests/test_generators.py,method,"tJSONGenerator:
 .t_generate_structure(se","(f, s,ple_project))",python,Test JSON structure.''',other,test,"json,pytest",,,11,1,True,False,91fb63c2
tests/test_generators.py,method,"tJSONGenerator:
 .t_generate_modules(se","(f, s,ple_project))",python,Test module structure in JSON.''',other,test,"json,pytest",,,13,1,True,False,ac63d258
tests/test_generators.py,method,"tJSONGenerator:
 .t_generate_functions(se","(f, s,ple_project))",python,Test function structure in JSON.''',other,test,"json,pytest",,,13,1,True,False,95ba1363
tests/test_generators.py,method,"tJSONGenerator:
 .t_generate_classes(se","(f, s,ple_project))",python,Test class structure in JSON.''',other,test,"json,pytest",,,13,1,True,False,c9abfa57
tests/test_generators.py,function,sample_project,(),python,a sample project for testing generators.,other,test,"json,pytest",,,90,1,True,False,0ae37256
tests/test_intent.py,class,TestIntentAnalyzer,(),python,,other,test,pytest,,,0,1,True,False,30e31861
tests/test_intent.py,method,TestIntentAnalyzer.test_init,(self),python,Test IntentAnalyzer initialization.,lifecycle,test,pytest,,,8,1,True,False,d18bb95b
tests/test_intent.py,method,TestIntentAnalyzer.test_extract_keywords,(self),python,Test keyword extraction from queries.,other,test,pytest,,,13,1,True,False,ff5c8fb0
tests/test_intent.py,method,TestIntentAnalyzer.test_calculate_intent_confidence,(self),python,Test intent confidence calculation.,other,test,pytest,,,15,1,True,False,adf0ee4d
tests/test_intent.py,method,TestIntentAnalyzer.test_identify_target_module,"(self,sample_project_model)",python,Test target identification for modules.,read,test,pytest,,,8,1,True,False,81eec024
tests/test_intent.py,method,TestIntentAnalyzer.test_identify_target_function,"(self,sample_project_model)",python,Test target identification for functions.,read,test,pytest,,,12,1,True,False,da986215
tests/test_intent.py,method,TestIntentAnalyzer.test_identify_target_class,"(self,sample_project_model)",python,Test target identification for classes.,read,test,pytest,,,12,1,True,False,23a64b76
tests/test_intent.py,method,TestIntentAnalyzer.test_identify_target_project,"(self,sample_project_model)",python,Test target identification for project-level queries.,read,test,pytest,,,8,1,True,False,c5dc29a1
tests/test_intent.py,method,TestIntentAnalyzer.test_generate_description,(self),python,Test description generation for intents.,other,test,pytest,,,9,1,True,False,14e02430
tests/test_intent.py,method,TestIntentAnalyzer.test_generate_suggestions_refactor,(self),python,Test suggestion generation for refactor intent.,transform,test,pytest,,,7,1,True,False,0e40af38
tests/test_intent.py,method,TestIntentAnalyzer.test_generate_suggestions_analyze,(self),python,Test suggestion generation for analyze intent.,other,test,pytest,,,7,1,True,False,210c897b
tests/test_intent.py,method,TestIntentAnalyzer.test_generate_suggestions_optimize,(self),python,Test suggestion generation for optimize intent.,other,test,pytest,,,7,1,True,False,7a6f1094
tests/test_intent.py,method,TestIntentAnalyzer.test_analyze_intent_refactor,"(self,sample_project_model)",python,Test intent analysis for refactoring.,transform,test,pytest,,,17,1,True,False,5f22fe74
tests/test_intent.py,method,TestIntentAnalyzer.test_analyze_intent_analyze,"(self,sample_project_model)",python,Test intent analysis for analysis.,other,test,pytest,,,12,1,True,False,bf441e65
tests/test_intent.py,method,TestIntentAnalyzer.test_analyze_intent_optimize,"(self,sample_project_model)",python,Test intent analysis for optimization.,other,test,pytest,,,12,1,True,False,769c4a42
tests/test_intent.py,method,TestIntentAnalyzer.test_analyze_intent_multiple,"(self,sample_project_model)",python,Test intent analysis with multiple possible intents.,other,test,pytest,,,14,1,True,False,554c89af
tests/test_intent.py,method,TestIntentAnalyzer.test_analyze_intent_sorting,"(self,sample_project_model)",python,Test that intents are sorted by confidence.,other,test,pytest,,,12,1,True,False,97819611
tests/test_intent.py,method,TestIntentAnalyzer.test_detect_code_smells_long_module,(self),python,Test code smell detection for long modules.,other,test,pytest,,,27,1,True,False,dde51961
tests/test_intent.py,method,TestIntentAnalyzer.test_detect_code_smells_complex_function,(self),python,Test code smell detection for complex functions.,other,test,pytest,,,34,1,True,False,0cce0c7e
tests/test_intent.py,method,TestIntentAnalyzer.test_detect_code_smells_large_class,(self),python,Test code smell detection for large classes.,other,test,pytest,,,34,1,True,False,a904ef34
tests/test_intent.py,method,TestIntentAnalyzer.test_detect_code_smells_too_many_imports,(self),python,Test code smell detection for too many imports.,transform,test,pytest,,,29,1,True,False,72a930e3
tests/test_intent.py,method,TestIntentAnalyzer.test_suggest_refactoring_module,"(self,sample_project_model)",python,Test refactoring suggestions for modules.,transform,test,pytest,,,15,1,True,False,420027fe
tests/test_intent.py,method,TestIntentAnalyzer.test_suggest_refactoring_class,"(self,sample_project_model)",python,Test refactoring suggestions for classes.,transform,test,pytest,,,17,1,True,False,98ebca76
tests/test_intent.py,method,TestIntentAnalyzer.test_suggest_refactoring_function,"(self,sample_project_model)",python,Test refactoring suggestions for functions.,transform,test,pytest,,,19,1,True,False,521b24fc
tests/test_intent.py,method,TestIntentAnalyzer.test_find_target_object_module,"(self,sample_project_model)",python,Test finding target object for module.,read,test,pytest,,,9,1,True,False,9d9f7a98
tests/test_intent.py,method,TestIntentAnalyzer.test_find_target_object_function,"(self,sample_project_model)",python,Test finding target object for function.,read,test,pytest,,,13,1,True,False,a59220ff
tests/test_intent.py,method,TestIntentAnalyzer.test_find_target_object_class,"(self,sample_project_model)",python,Test finding target object for class.,read,test,pytest,,,13,1,True,False,2c498ec4
tests/test_intent.py,method,TestIntentAnalyzer.test_find_target_object_not_found,"(self,sample_project_model)",python,Test finding non-existent target object.,read,test,pytest,,,7,1,True,False,c2b32f73
tests/test_intent.py,method,TestIntentAnalyzer.test_suggest_module_refactoring,(self),python,Test module-specific refactoring suggestions.,transform,test,pytest,,,22,1,True,False,e30de496
tests/test_intent.py,method,TestIntentAnalyzer.test_suggest_class_refactoring,(self),python,Test class-specific refactoring suggestions.,transform,test,pytest,,,21,1,True,False,a7c9c11d
tests/test_intent.py,method,TestIntentAnalyzer.test_suggest_function_refactoring,(self),python,Test function-specific refactoring suggestions.,transform,test,pytest,,,19,1,True,False,1ba4b4d9
tests/test_analyzer.py,class,TestProjectAnalyzer,(),python,,other,test,pytest,,,0,1,True,False,44d584a0
tests/test_analyzer.py,method,TestProjectAnalyzer.test_init,"(self,temp_project_dir)",python,Test ProjectAnalyzer initialization.,lifecycle,test,pytest,,,10,1,True,False,10a4776c
tests/test_analyzer.py,method,TestProjectAnalyzer.test_init_with_config,"(self,temp_project_dir)",python,Test ProjectAnalyzer initialization with config.,lifecycle,test,pytest,,,6,1,True,False,2a6f3d8e
tests/test_analyzer.py,method,TestProjectAnalyzer.test_discover_source_files,"(self,sample_project)",python,Test source file discovery.,validate,test,pytest,,,8,1,True,False,33869b31
tests/test_analyzer.py,method,TestProjectAnalyzer.test_discover_source_files_filters_non_source,"(self,temp_project_dir)",python,Test that non-source files are filtered out.,validate,test,pytest,,,12,1,True,False,bc1139e5
tests/test_analyzer.py,method,TestProjectAnalyzer.test_discover_source_files_ignores_common_dirs,"(self,temp_project_dir)",python,Test that common directories are ignored.,validate,test,pytest,,,18,1,True,False,8e4eda74
tests/test_analyzer.py,method,TestProjectAnalyzer.test_parse_file_tree_sitter_success,"(self,mock_fallback,mock_tree_sitter,sample_project)",python,Test successful parsing with Tree-sitter.,transform,test,pytest,,,24,1,True,False,6f545785
tests/test_analyzer.py,method,TestProjectAnalyzer.test_parse_file_fallback_success,"(self,mock_fallback,mock_tree_sitter,sample_project)",python,Test fallback parsing when Tree-sitter fails.,transform,test,pytest,,,29,1,True,False,720c438d
tests/test_analyzer.py,method,TestProjectAnalyzer.test_parse_file_both_fail,"(self,mock_fallback,mock_tree_sitter,sample_project)",python,Test when both parsers fail.,transform,test,pytest,,,19,1,True,False,07748b59
tests/test_analyzer.py,method,TestProjectAnalyzer.test_extract_metadata,"(self,sample_project)",python,Test metadata extraction.,other,test,pytest,,,12,1,True,False,1e1dbb2b
tests/test_analyzer.py,method,TestProjectAnalyzer.test_analyze_complete,"(self,mock_similarity,mock_dependency,sample_project)",python,Test complete analysis process.,other,test,pytest,,,39,1,True,False,200890c2
tests/test_analyzer.py,method,TestProjectAnalyzer.test_analyze_without_files,"(self,temp_project_dir)",python,Test analysis with no source files.,other,test,pytest,,,12,1,True,False,77cc64f7
tests/test_analyzer.py,method,TestProjectAnalyzer.test_generate_output,"(self,mock_generator_class,sample_project_model)",python,Test output generation.,other,test,pytest,,,14,1,True,False,a21d3f0f
tests/test_analyzer.py,method,TestProjectAnalyzer.test_generate_output_without_analysis,"(self,sample_project_model)",python,Test output generation without prior analysis.,validate,test,pytest,,,7,1,True,False,4aca585b
tests/test_analyzer.py,method,TestProjectAnalyzer.test_read_project_file_error,"(self,temp_project_dir)",python,Test error handling in _read_project_file.,read,test,pytest,,,9,1,True,False,86b36169
tests/test_analyzer.py,method,TestProjectAnalyzer.test_analysis_with_config,"(self,sample_project)",python,Test analysis with custom configuration.,validate,test,pytest,,,20,1,True,False,2d371e96
